family,n_clusters,n_features,n_samples,clusterer,reducer,reduction_level,condition,ari,replicates,unit
circles,2,10,2000,KMeans,PCA,50_percent,PCA__50_percent,-0.00033781859845819986,50,circles|2|10|2000
circles,2,10,2000,KMeans,PCA,k_minus_1,PCA__k_minus_1,-0.00034738075479267281,50,circles|2|10|2000
circles,2,10,2000,KMeans,VAE,25_percent,VAE__25_percent,0.00043775393428124393,50,circles|2|10|2000
circles,2,10,2000,KMeans,VAE,50_percent,VAE__50_percent,-7.2590258994445698e-06,50,circles|2|10|2000
circles,2,10,2000,KMeans,VAE,k_minus_1,VAE__k_minus_1,0.00024132183647826208,50,circles|2|10|2000
circles,2,10,2000,OPTICS,Isomap,25_percent,Isomap__25_percent,0.97860172052219385,50,circles|2|10|2000
circles,2,10,2000,OPTICS,Isomap,50_percent,Isomap__50_percent,0.97824300108750739,50,circles|2|10|2000
circles,2,10,2000,OPTICS,Isomap,k_minus_1,Isomap__k_minus_1,0.75545575814166355,50,circles|2|10|2000
circles,2,10,2000,OPTICS,KernelPCA,25_percent,KernelPCA__25_percent,0.67663610764539628,50,circles|2|10|2000
circles,2,10,2000,OPTICS,KernelPCA,50_percent,KernelPCA__50_percent,0.76134545219126604,50,circles|2|10|2000
circles,2,10,2000,OPTICS,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.80522436546154608,50,circles|2|10|2000
circles,2,10,2000,OPTICS,MDS,25_percent,MDS__25_percent,0.061576073554896506,50,circles|2|10|2000
circles,2,10,2000,OPTICS,MDS,50_percent,MDS__50_percent,0.039720840357196599,50,circles|2|10|2000
circles,2,10,2000,OPTICS,MDS,k_minus_1,MDS__k_minus_1,0.43994639667481594,50,circles|2|10|2000
circles,2,10,2000,OPTICS,None,original,None__original,0.15980007999033016,50,circles|2|10|2000
circles,2,10,2000,OPTICS,PCA,25_percent,PCA__25_percent,0.13892200073802263,50,circles|2|10|2000
circles,2,10,2000,OPTICS,PCA,50_percent,PCA__50_percent,0.02,50,circles|2|10|2000
circles,2,10,2000,OPTICS,PCA,k_minus_1,PCA__k_minus_1,0.69939243288504482,50,circles|2|10|2000
circles,2,10,2000,OPTICS,VAE,25_percent,VAE__25_percent,0.79765869226492203,50,circles|2|10|2000
circles,2,10,2000,OPTICS,VAE,50_percent,VAE__50_percent,0.78633500999563055,50,circles|2|10|2000
circles,2,10,2000,OPTICS,VAE,k_minus_1,VAE__k_minus_1,0.82907303935184506,50,circles|2|10|2000
circles,2,50,2000,AHC,Isomap,25_percent,Isomap__25_percent,0.28414443171395537,50,circles|2|50|2000
circles,2,50,2000,AHC,Isomap,50_percent,Isomap__50_percent,0.2832005622501772,50,circles|2|50|2000
circles,2,50,2000,AHC,Isomap,k_minus_1,Isomap__k_minus_1,0.31058802229736421,50,circles|2|50|2000
circles,2,50,2000,AHC,KernelPCA,25_percent,KernelPCA__25_percent,0.98241702328014791,50,circles|2|50|2000
circles,2,50,2000,AHC,KernelPCA,50_percent,KernelPCA__50_percent,1,50,circles|2|50|2000
circles,2,50,2000,AHC,KernelPCA,k_minus_1,KernelPCA__k_minus_1,1,50,circles|2|50|2000
circles,2,50,2000,AHC,MDS,25_percent,MDS__25_percent,0.13707365712860115,50,circles|2|50|2000
circles,2,50,2000,AHC,MDS,50_percent,MDS__50_percent,0.14492573194292083,50,circles|2|50|2000
circles,2,50,2000,AHC,MDS,k_minus_1,MDS__k_minus_1,0.14745435211764513,50,circles|2|50|2000
circles,2,50,2000,AHC,None,original,None__original,0.15065475125517999,50,circles|2|50|2000
circles,2,50,2000,AHC,PCA,25_percent,PCA__25_percent,0.14406298321804178,50,circles|2|50|2000
circles,2,50,2000,AHC,PCA,50_percent,PCA__50_percent,0.13644772891931525,50,circles|2|50|2000
circles,2,50,2000,AHC,PCA,k_minus_1,PCA__k_minus_1,0.14644280989979644,50,circles|2|50|2000
circles,2,50,2000,AHC,VAE,25_percent,VAE__25_percent,0.16086395015830554,50,circles|2|50|2000
circles,2,50,2000,AHC,VAE,50_percent,VAE__50_percent,0.1593338199078134,50,circles|2|50|2000
circles,2,50,2000,AHC,VAE,k_minus_1,VAE__k_minus_1,0.16719477235301039,50,circles|2|50|2000
circles,2,50,2000,GMM,Isomap,25_percent,Isomap__25_percent,0.81104786442559162,50,circles|2|50|2000
circles,2,50,2000,GMM,Isomap,50_percent,Isomap__50_percent,0.53134849541913898,50,circles|2|50|2000
circles,2,50,2000,GMM,Isomap,k_minus_1,Isomap__k_minus_1,0.27429961476323106,50,circles|2|50|2000
circles,2,50,2000,GMM,KernelPCA,25_percent,KernelPCA__25_percent,1,50,circles|2|50|2000
circles,2,50,2000,GMM,KernelPCA,50_percent,KernelPCA__50_percent,0.98602244996379129,50,circles|2|50|2000
circles,2,50,2000,GMM,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.99991999998002001,50,circles|2|50|2000
circles,2,50,2000,GMM,MDS,25_percent,MDS__25_percent,-0.00023874596742030533,50,circles|2|50|2000
circles,2,50,2000,GMM,MDS,50_percent,MDS__50_percent,3.0023731217069472e-05,50,circles|2|50|2000
circles,2,50,2000,GMM,MDS,k_minus_1,MDS__k_minus_1,-0.00042383067402226464,50,circles|2|50|2000
circles,2,50,2000,GMM,None,original,None__original,0.00018835139291496043,50,circles|2|50|2000
circles,2,50,2000,GMM,PCA,25_percent,PCA__25_percent,-0.00013040122315833332,50,circles|2|50|2000
circles,2,50,2000,GMM,PCA,50_percent,PCA__50_percent,1.1476990535803147e-06,50,circles|2|50|2000
circles,2,50,2000,GMM,PCA,k_minus_1,PCA__k_minus_1,-0.00024528002973664192,50,circles|2|50|2000
circles,2,50,2000,GMM,VAE,25_percent,VAE__25_percent,0.23329039427244747,50,circles|2|50|2000
circles,2,50,2000,GMM,VAE,50_percent,VAE__50_percent,0.24014598257951786,50,circles|2|50|2000
circles,2,50,2000,GMM,VAE,k_minus_1,VAE__k_minus_1,0.026253009966352981,50,circles|2|50|2000
circles,2,50,2000,KMeans,Isomap,25_percent,Isomap__25_percent,0.285089676688771,50,circles|2|50|2000
circles,2,50,2000,KMeans,Isomap,50_percent,Isomap__50_percent,0.28498078562215312,50,circles|2|50|2000
circles,2,50,2000,KMeans,Isomap,k_minus_1,Isomap__k_minus_1,0.217696552224076,50,circles|2|50|2000
circles,2,50,2000,KMeans,KernelPCA,25_percent,KernelPCA__25_percent,1,50,circles|2|50|2000
circles,2,50,2000,KMeans,KernelPCA,50_percent,KernelPCA__50_percent,1,50,circles|2|50|2000
circles,2,50,2000,KMeans,KernelPCA,k_minus_1,KernelPCA__k_minus_1,1,50,circles|2|50|2000
circles,2,50,2000,KMeans,MDS,25_percent,MDS__25_percent,-0.00043848926637637004,50,circles|2|50|2000
circles,2,50,2000,KMeans,MDS,50_percent,MDS__50_percent,-0.00043590552177323003,50,circles|2|50|2000
circles,2,50,2000,KMeans,MDS,k_minus_1,MDS__k_minus_1,-0.00046184126480489204,50,circles|2|50|2000
circles,2,50,2000,KMeans,None,original,None__original,-0.000437346682641372,50,circles|2|50|2000
circles,2,50,2000,KMeans,PCA,25_percent,PCA__25_percent,-0.00043706568176431004,50,circles|2|50|2000
circles,2,50,2000,KMeans,PCA,50_percent,PCA__50_percent,-0.00043524405998561001,50,circles|2|50|2000
circles,2,50,2000,KMeans,PCA,k_minus_1,PCA__k_minus_1,-0.00043930423826938605,50,circles|2|50|2000
circles,2,50,2000,KMeans,VAE,25_percent,VAE__25_percent,0.0004921985485383686,50,circles|2|50|2000
circles,2,50,2000,KMeans,VAE,50_percent,VAE__50_percent,0.00027288103876468796,50,circles|2|50|2000
circles,2,50,2000,KMeans,VAE,k_minus_1,VAE__k_minus_1,0.00064102716906332363,50,circles|2|50|2000
circles,2,50,2000,OPTICS,Isomap,25_percent,Isomap__25_percent,0.99987999997002996,50,circles|2|50|2000
circles,2,50,2000,OPTICS,Isomap,50_percent,Isomap__50_percent,0.99920316142536147,50,circles|2|50|2000
circles,2,50,2000,OPTICS,Isomap,k_minus_1,Isomap__k_minus_1,0.98658402660519906,50,circles|2|50|2000
circles,2,50,2000,OPTICS,KernelPCA,25_percent,KernelPCA__25_percent,1,50,circles|2|50|2000
circles,2,50,2000,OPTICS,KernelPCA,50_percent,KernelPCA__50_percent,1,50,circles|2|50|2000
circles,2,50,2000,OPTICS,KernelPCA,k_minus_1,KernelPCA__k_minus_1,1,50,circles|2|50|2000
circles,2,50,2000,OPTICS,MDS,25_percent,MDS__25_percent,0.97999999999999998,50,circles|2|50|2000
circles,2,50,2000,OPTICS,MDS,50_percent,MDS__50_percent,1,50,circles|2|50|2000
circles,2,50,2000,OPTICS,MDS,k_minus_1,MDS__k_minus_1,1,50,circles|2|50|2000
circles,2,50,2000,OPTICS,None,original,None__original,0.97999999999999998,50,circles|2|50|2000
circles,2,50,2000,OPTICS,PCA,25_percent,PCA__25_percent,1,50,circles|2|50|2000
circles,2,50,2000,OPTICS,PCA,50_percent,PCA__50_percent,1,50,circles|2|50|2000
circles,2,50,2000,OPTICS,PCA,k_minus_1,PCA__k_minus_1,1,50,circles|2|50|2000
circles,2,50,2000,OPTICS,VAE,25_percent,VAE__25_percent,1,50,circles|2|50|2000
circles,2,50,2000,OPTICS,VAE,50_percent,VAE__50_percent,1,50,circles|2|50|2000
circles,2,50,2000,OPTICS,VAE,k_minus_1,VAE__k_minus_1,0.98580482800407798,50,circles|2|50|2000
circles,2,200,2000,AHC,Isomap,25_percent,Isomap__25_percent,0.17408707931732945,50,circles|2|200|2000
circles,2,200,2000,AHC,Isomap,50_percent,Isomap__50_percent,0.16723436299339742,50,circles|2|200|2000
circles,2,200,2000,AHC,Isomap,k_minus_1,Isomap__k_minus_1,0.13467934082190328,50,circles|2|200|2000
circles,2,200,2000,AHC,KernelPCA,25_percent,KernelPCA__25_percent,1,50,circles|2|200|2000
circles,2,200,2000,AHC,KernelPCA,50_percent,KernelPCA__50_percent,1,50,circles|2|200|2000
circles,2,200,2000,AHC,KernelPCA,k_minus_1,KernelPCA__k_minus_1,1,50,circles|2|200|2000
circles,2,200,2000,AHC,MDS,25_percent,MDS__25_percent,0.15552314508507312,50,circles|2|200|2000
circles,2,200,2000,AHC,MDS,50_percent,MDS__50_percent,0.14851819709388459,50,circles|2|200|2000
circles,2,200,2000,AHC,MDS,k_minus_1,MDS__k_minus_1,0.15949457072420434,50,circles|2|200|2000
circles,2,200,2000,AHC,None,original,None__original,0.15285501621099196,50,circles|2|200|2000
circles,2,200,2000,AHC,PCA,25_percent,PCA__25_percent,0.14941110365897448,50,circles|2|200|2000
circles,2,200,2000,AHC,PCA,50_percent,PCA__50_percent,0.14793618323092927,50,circles|2|200|2000
circles,2,200,2000,AHC,PCA,k_minus_1,PCA__k_minus_1,0.15579066079989004,50,circles|2|200|2000
circles,2,200,2000,AHC,VAE,25_percent,VAE__25_percent,0.20085471593720064,50,circles|2|200|2000
circles,2,200,2000,AHC,VAE,50_percent,VAE__50_percent,0.16864915437567662,50,circles|2|200|2000
circles,2,200,2000,AHC,VAE,k_minus_1,VAE__k_minus_1,0.12117662026760373,50,circles|2|200|2000
circles,2,200,2000,GMM,Isomap,25_percent,Isomap__25_percent,0.79938464102857298,50,circles|2|200|2000
circles,2,200,2000,GMM,Isomap,50_percent,Isomap__50_percent,0.82282657704980733,50,circles|2|200|2000
circles,2,200,2000,GMM,Isomap,k_minus_1,Isomap__k_minus_1,0.1394864150650002,50,circles|2|200|2000
circles,2,200,2000,GMM,KernelPCA,25_percent,KernelPCA__25_percent,1,50,circles|2|200|2000
circles,2,200,2000,GMM,KernelPCA,50_percent,KernelPCA__50_percent,1,50,circles|2|200|2000
circles,2,200,2000,GMM,KernelPCA,k_minus_1,KernelPCA__k_minus_1,1,50,circles|2|200|2000
circles,2,200,2000,GMM,MDS,25_percent,MDS__25_percent,0.0002762994630279719,50,circles|2|200|2000
circles,2,200,2000,GMM,MDS,50_percent,MDS__50_percent,0.0011749309365374008,50,circles|2|200|2000
circles,2,200,2000,GMM,MDS,k_minus_1,MDS__k_minus_1,-0.00047534060844053205,50,circles|2|200|2000
circles,2,200,2000,GMM,None,original,None__original,4.5094696589962293e-05,50,circles|2|200|2000
circles,2,200,2000,GMM,PCA,25_percent,PCA__25_percent,0.00012738890685498811,50,circles|2|200|2000
circles,2,200,2000,GMM,PCA,50_percent,PCA__50_percent,0.0009973589488663948,50,circles|2|200|2000
circles,2,200,2000,GMM,PCA,k_minus_1,PCA__k_minus_1,-0.00038916305958849997,50,circles|2|200|2000
circles,2,200,2000,GMM,VAE,25_percent,VAE__25_percent,0.11997366171467071,50,circles|2|200|2000
circles,2,200,2000,GMM,VAE,50_percent,VAE__50_percent,0.18981156761048834,50,circles|2|200|2000
circles,2,200,2000,GMM,VAE,k_minus_1,VAE__k_minus_1,0.037293149912592617,50,circles|2|200|2000
circles,2,200,2000,KMeans,Isomap,25_percent,Isomap__25_percent,0.13029281569194937,50,circles|2|200|2000
circles,2,200,2000,KMeans,Isomap,50_percent,Isomap__50_percent,0.13029305877651948,50,circles|2|200|2000
circles,2,200,2000,KMeans,Isomap,k_minus_1,Isomap__k_minus_1,0.13038423928089649,50,circles|2|200|2000
circles,2,200,2000,KMeans,KernelPCA,25_percent,KernelPCA__25_percent,1,50,circles|2|200|2000
circles,2,200,2000,KMeans,KernelPCA,50_percent,KernelPCA__50_percent,1,50,circles|2|200|2000
circles,2,200,2000,KMeans,KernelPCA,k_minus_1,KernelPCA__k_minus_1,1,50,circles|2|200|2000
circles,2,200,2000,KMeans,MDS,25_percent,MDS__25_percent,-0.00046786837342745804,50,circles|2|200|2000
circles,2,200,2000,KMeans,MDS,50_percent,MDS__50_percent,-0.00046664703192157806,50,circles|2|200|2000
circles,2,200,2000,KMeans,MDS,k_minus_1,MDS__k_minus_1,-0.00047784363243130805,50,circles|2|200|2000
circles,2,200,2000,KMeans,None,original,None__original,-0.00046542544989142402,50,circles|2|200|2000
circles,2,200,2000,KMeans,PCA,25_percent,PCA__25_percent,-0.00046376563068920197,50,circles|2|200|2000
circles,2,200,2000,KMeans,PCA,50_percent,PCA__50_percent,-0.00046506496926460402,50,circles|2|200|2000
circles,2,200,2000,KMeans,PCA,k_minus_1,PCA__k_minus_1,-0.00046547789905777999,50,circles|2|200|2000
circles,2,200,2000,KMeans,VAE,25_percent,VAE__25_percent,0.14385679715064523,50,circles|2|200|2000
circles,2,200,2000,KMeans,VAE,50_percent,VAE__50_percent,0.017787478145205645,50,circles|2|200|2000
circles,2,200,2000,KMeans,VAE,k_minus_1,VAE__k_minus_1,0.022113051260209113,50,circles|2|200|2000
circles,2,200,2000,OPTICS,Isomap,25_percent,Isomap__25_percent,0.99995999999000995,50,circles|2|200|2000
circles,2,200,2000,OPTICS,Isomap,50_percent,Isomap__50_percent,0.95776882064925706,50,circles|2|200|2000
circles,2,200,2000,OPTICS,Isomap,k_minus_1,Isomap__k_minus_1,1,50,circles|2|200|2000
circles,2,200,2000,OPTICS,KernelPCA,25_percent,KernelPCA__25_percent,1,50,circles|2|200|2000
circles,2,200,2000,OPTICS,KernelPCA,50_percent,KernelPCA__50_percent,1,50,circles|2|200|2000
circles,2,200,2000,OPTICS,KernelPCA,k_minus_1,KernelPCA__k_minus_1,1,50,circles|2|200|2000
circles,2,200,2000,OPTICS,MDS,25_percent,MDS__25_percent,1,50,circles|2|200|2000
circles,2,200,2000,OPTICS,MDS,50_percent,MDS__50_percent,1,50,circles|2|200|2000
circles,2,200,2000,OPTICS,MDS,k_minus_1,MDS__k_minus_1,1,50,circles|2|200|2000
circles,2,200,2000,OPTICS,None,original,None__original,1,50,circles|2|200|2000
circles,2,200,2000,OPTICS,PCA,25_percent,PCA__25_percent,1,50,circles|2|200|2000
circles,2,200,2000,OPTICS,PCA,50_percent,PCA__50_percent,1,50,circles|2|200|2000
circles,2,200,2000,OPTICS,PCA,k_minus_1,PCA__k_minus_1,1,50,circles|2|200|2000
circles,2,200,2000,OPTICS,VAE,25_percent,VAE__25_percent,1,50,circles|2|200|2000
circles,2,200,2000,OPTICS,VAE,50_percent,VAE__50_percent,1,50,circles|2|200|2000
circles,2,200,2000,OPTICS,VAE,k_minus_1,VAE__k_minus_1,1,50,circles|2|200|2000
circles,5,10,2000,AHC,Isomap,25_percent,Isomap__25_percent,0.17577113064463773,50,circles|5|10|2000
circles,5,10,2000,AHC,Isomap,50_percent,Isomap__50_percent,0.15392655261672833,50,circles|5|10|2000
circles,5,10,2000,AHC,Isomap,k_minus_1,Isomap__k_minus_1,0.16052149872652235,50,circles|5|10|2000
circles,5,10,2000,AHC,KernelPCA,25_percent,KernelPCA__25_percent,0.3185060834514728,50,circles|5|10|2000
circles,5,10,2000,AHC,KernelPCA,50_percent,KernelPCA__50_percent,0.32148964182137141,50,circles|5|10|2000
circles,5,10,2000,AHC,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.32480511716885713,50,circles|5|10|2000
circles,5,10,2000,AHC,MDS,25_percent,MDS__25_percent,0.25813294520755503,50,circles|5|10|2000
circles,5,10,2000,AHC,MDS,50_percent,MDS__50_percent,0.27792085330700594,50,circles|5|10|2000
circles,5,10,2000,AHC,MDS,k_minus_1,MDS__k_minus_1,0.27607212347052679,50,circles|5|10|2000
circles,5,10,2000,AHC,None,original,None__original,0.27017203618620256,50,circles|5|10|2000
circles,5,10,2000,AHC,PCA,25_percent,PCA__25_percent,0.266282108148581,50,circles|5|10|2000
circles,5,10,2000,AHC,PCA,50_percent,PCA__50_percent,0.29004215209218648,50,circles|5|10|2000
circles,5,10,2000,AHC,PCA,k_minus_1,PCA__k_minus_1,0.26702404254417283,50,circles|5|10|2000
circles,5,10,2000,AHC,VAE,25_percent,VAE__25_percent,0.27674997753637304,50,circles|5|10|2000
circles,5,10,2000,AHC,VAE,50_percent,VAE__50_percent,0.28685529669763588,50,circles|5|10|2000
circles,5,10,2000,AHC,VAE,k_minus_1,VAE__k_minus_1,0.28317947170235863,50,circles|5|10|2000
circles,5,10,2000,GMM,Isomap,25_percent,Isomap__25_percent,0.24805409945835735,50,circles|5|10|2000
circles,5,10,2000,GMM,Isomap,50_percent,Isomap__50_percent,0.28937309539093903,50,circles|5|10|2000
circles,5,10,2000,GMM,Isomap,k_minus_1,Isomap__k_minus_1,0.2903316890674198,50,circles|5|10|2000
circles,5,10,2000,GMM,KernelPCA,25_percent,KernelPCA__25_percent,0.22058497033932251,50,circles|5|10|2000
circles,5,10,2000,GMM,KernelPCA,50_percent,KernelPCA__50_percent,0.25320320598954771,50,circles|5|10|2000
circles,5,10,2000,GMM,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.26363737033425844,50,circles|5|10|2000
circles,5,10,2000,GMM,MDS,25_percent,MDS__25_percent,0.31028069044990197,50,circles|5|10|2000
circles,5,10,2000,GMM,MDS,50_percent,MDS__50_percent,0.30667554488314658,50,circles|5|10|2000
circles,5,10,2000,GMM,MDS,k_minus_1,MDS__k_minus_1,0.30583465173581847,50,circles|5|10|2000
circles,5,10,2000,GMM,None,original,None__original,0.13838729799251442,50,circles|5|10|2000
circles,5,10,2000,GMM,PCA,25_percent,PCA__25_percent,0.31118508103406967,50,circles|5|10|2000
circles,5,10,2000,GMM,PCA,50_percent,PCA__50_percent,0.31191307687683578,50,circles|5|10|2000
circles,5,10,2000,GMM,PCA,k_minus_1,PCA__k_minus_1,0.30808515405622972,50,circles|5|10|2000
circles,5,10,2000,GMM,VAE,25_percent,VAE__25_percent,0.30380402232717568,50,circles|5|10|2000
circles,5,10,2000,GMM,VAE,50_percent,VAE__50_percent,0.30384125848615218,50,circles|5|10|2000
circles,5,10,2000,GMM,VAE,k_minus_1,VAE__k_minus_1,0.30516312490721476,50,circles|5|10|2000
circles,5,10,2000,KMeans,Isomap,25_percent,Isomap__25_percent,0.2322801219161979,50,circles|5|10|2000
circles,5,10,2000,KMeans,Isomap,50_percent,Isomap__50_percent,0.24885605131653013,50,circles|5|10|2000
circles,5,10,2000,KMeans,Isomap,k_minus_1,Isomap__k_minus_1,0.23662305299987438,50,circles|5|10|2000
circles,5,10,2000,KMeans,KernelPCA,25_percent,KernelPCA__25_percent,0.2007839714075049,50,circles|5|10|2000
circles,5,10,2000,KMeans,KernelPCA,50_percent,KernelPCA__50_percent,0.26527570020913405,50,circles|5|10|2000
circles,5,10,2000,KMeans,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.26098288720767643,50,circles|5|10|2000
circles,5,10,2000,KMeans,MDS,25_percent,MDS__25_percent,0.27956073936667886,50,circles|5|10|2000
circles,5,10,2000,KMeans,MDS,50_percent,MDS__50_percent,0.28494417277144818,50,circles|5|10|2000
circles,5,10,2000,KMeans,MDS,k_minus_1,MDS__k_minus_1,0.2848648051612182,50,circles|5|10|2000
circles,5,10,2000,KMeans,None,original,None__original,0.29023811590056858,50,circles|5|10|2000
circles,5,10,2000,KMeans,PCA,25_percent,PCA__25_percent,0.28511251963714646,50,circles|5|10|2000
circles,5,10,2000,KMeans,PCA,50_percent,PCA__50_percent,0.29034648493463144,50,circles|5|10|2000
circles,5,10,2000,KMeans,PCA,k_minus_1,PCA__k_minus_1,0.29011663178873914,50,circles|5|10|2000
circles,5,10,2000,KMeans,VAE,25_percent,VAE__25_percent,0.32221864922586591,50,circles|5|10|2000
circles,5,10,2000,KMeans,VAE,50_percent,VAE__50_percent,0.32212883761974098,50,circles|5|10|2000
circles,5,10,2000,KMeans,VAE,k_minus_1,VAE__k_minus_1,0.32136169564279599,50,circles|5|10|2000
circles,5,10,2000,OPTICS,Isomap,25_percent,Isomap__25_percent,0.32231474789718029,50,circles|5|10|2000
circles,5,10,2000,OPTICS,Isomap,50_percent,Isomap__50_percent,0.39383130674909922,50,circles|5|10|2000
circles,5,10,2000,OPTICS,Isomap,k_minus_1,Isomap__k_minus_1,0.36592544138257216,50,circles|5|10|2000
circles,5,10,2000,OPTICS,KernelPCA,25_percent,KernelPCA__25_percent,0.50132178841299946,50,circles|5|10|2000
circles,5,10,2000,OPTICS,KernelPCA,50_percent,KernelPCA__50_percent,0.47150629160975782,50,circles|5|10|2000
circles,5,10,2000,OPTICS,KernelPCA,k_minus_1,KernelPCA__k_minus_1,0.48224518157027413,50,circles|5|10|2000
circles,5,10,2000,OPTICS,MDS,25_percent,MDS__25_percent,0.28997818164873779,50,circles|5|10|2000
circles,5,10,2000,OPTICS,MDS,50_percent,MDS__50_percent,0.36822901130839314,50,circles|5|10|2000
circles,5,10,2000,OPTICS,MDS,k_minus_1,MDS__k_minus_1,0.36046059089689353,50,circles|5|10|2000
circles,5,10,2000,OPTICS,None,original,None__original,0.38075135161054274,50,circles|5|10|2000
circles,5,10,2000,OPTICS,PCA,25_percent,PCA__25_percent,0.283088389446713,50,circles|5|10|2000
circles,5,10,2000,OPTICS,PCA,50_percent,PCA__50_percent,0.35519759174981652,50,circles|5|10|2000
